Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Durée de livraison,Part de livraison dans les revenus
24933,07-26-2012,Low,14,"3,231","2,434",65,3,729,07-29-2012,Regular Air,Shahid Shariari,935,3,0.11%
24960,01-27-2014,High,37,"1,679","1,273",0,8,399,01-29-2014,Regular Air,Cynthia Arntzen,367,2,0.45%
24960,01-27-2014,High,18,"1,404","1,211",56,9,128,01-29-2014,Regular Air,Cynthia Arntzen,1057,2,0.63%
24960,01-27-2014,High,35,117,101,7,6,2,01-30-2014,Regular Air,Cynthia Arntzen,45,3,5.40%
24960,01-27-2014,High,48,15,13,0,11,-10,01-29-2014,Express Air,Cynthia Arntzen,347,2,75.60%
24961,01-26-2013,Low,8,183,157,11,55,-40,01-28-2013,Delivery Truck,Ken Black,157,2,30.05%
24965,03-29-2014,Low,42,"2,526","2,202",303,13,8,03-31-2014,Regular Air,Jack Lebron,509,2,0.51%
24965,03-29-2014,Low,6,104,90,10,30,-27,04-01-2014,Express Air,Jack Lebron,41,3,28.94%
24966,12-17-2014,Medium,34,465,370,0,30,65,12-19-2014,Regular Air,Deborah Brumfield,190,2,6.45%
24993,03-11-2013,High,36,60,49,7,4,1,03-13-2013,Regular Air,Beth Fritzler,439,2,6.20%
24996,09-25-2014,Critical,36,"1,332","1,039",27,8,258,09-27-2014,Regular Air,Roy Phan,369,2,0.57%
24996,09-25-2014,Critical,2,"1,688","1,415",203,2,69,09-27-2014,Regular Air,Roy Phan,377,2,0.11%
25027,12-16-2012,Medium,25,374,310,30,66,-32,12-18-2012,Delivery Truck,Mick Brown,177,2,17.55%
25028,01-05-2014,Critical,14,410,327,0,8,75,01-07-2014,Express Air,Anthony Jacobs,367,2,1.86%
25028,01-05-2014,Critical,5,448,371,13,84,-19,01-07-2014,Delivery Truck,Anthony Jacobs,350,2,18.67%
25031,08-23-2012,High,20,"5,025","3,773",502,7,742,08-26-2012,Regular Air,Sally Knutson,1081,3,0.14%
25031,08-23-2012,High,24,142,123,18,104,-103,08-26-2012,Regular Air,Sally Knutson,43,3,72.91%
25056,09-21-2013,Not Specified,41,"1,368","1,060",0,12,295,09-24-2013,Regular Air,Phillip Breyer,1118,3,0.90%
25060,07-20-2012,Not Specified,6,"2,016","1,495",81,30,410,07-23-2012,Regular Air,Brosina Hoffman,65,3,1.49%
25060,07-20-2012,Not Specified,1,"7,626","6,649",763,22,193,07-22-2012,Delivery Truck,Brosina Hoffman,48,2,0.29%
25061,12-18-2014,Medium,20,"7,035","5,638",915,11,471,12-21-2014,Regular Air,Noah Childs,448,3,0.15%
25062,10-30-2013,Critical,5,33,26,1,10,-4,11-01-2013,Regular Air,Sally Hughsby,591,2,30.32%
25062,10-30-2013,Critical,9,72,59,4,30,-21,11-01-2013,Regular Air,Sally Hughsby,41,2,41.59%
25063,06-29-2012,Not Specified,24,531,458,32,5,36,07-02-2012,Regular Air,Emily Grady,379,3,0.93%
25091,02-19-2013,Medium,4,4,4,0,22,-22,02-21-2013,Regular Air,Lena Creighton,957,2,497.30%
25092,12-01-2013,High,42,"9,400","7,878",940,2,580,12-03-2013,Regular Air,Katrina Willman,884,2,0.02%
25092,12-01-2013,High,9,128,111,15,1,1,12-04-2013,Regular Air,Katrina Willman,1040,3,0.88%
25092,12-01-2013,High,6,119,103,13,4,-1,12-03-2013,Express Air,Katrina Willman,718,2,3.76%
25095,01-25-2014,Low,18,961,832,77,15,38,01-27-2014,Regular Air,Brian Stugart,582,2,1.53%
25095,01-25-2014,Low,41,720,616,79,84,-60,01-28-2014,Delivery Truck,Brian Stugart,362,3,11.70%
25120,02-04-2012,Medium,46,87,73,0,1,14,02-07-2012,Regular Air,Michael Grace,763,3,0.86%
25120,02-04-2012,Medium,22,226,196,5,17,8,02-07-2012,Regular Air,Michael Grace,1250,3,7.41%
25120,02-04-2012,Medium,10,160,139,21,10,-10,02-07-2012,Regular Air,Michael Grace,1005,3,6.49%
25152,10-15-2015,Critical,29,"3,789","3,303",379,4,103,10-18-2015,Regular Air,Matt Connell,626,3,0.09%
25154,08-20-2013,High,16,"1,226","1,042",159,2,22,08-22-2013,Regular Air,Giulietta Baptist,882,2,0.18%
25155,01-20-2013,Low,48,648,489,0,22,136,01-22-2013,Regular Air,John Dryer,604,2,3.44%
25155,01-20-2013,Low,17,957,772,105,5,75,01-22-2013,Regular Air,John Dryer,1138,2,0.49%
25155,01-20-2013,Low,3,114,99,2,8,4,01-23-2013,Express Air,John Dryer,1166,3,7.24%
25157,05-25-2013,Not Specified,24,"3,659","2,874",110,12,662,05-27-2013,Regular Air,Tony Molinari,642,2,0.34%
25157,05-25-2013,Not Specified,47,245,212,25,2,7,05-27-2013,Regular Air,Tony Molinari,627,2,0.73%
25188,01-03-2014,Medium,20,"12,987","10,550",0,4,"2,433",01-06-2014,Regular Air,Valerie Mitchum,479,3,0.03%
25191,03-30-2014,Medium,42,37,32,3,4,-1,04-01-2014,Regular Air,Sibella Parks,163,2,10.21%
25248,12-01-2014,Medium,33,146,121,10,3,11,12-04-2014,Express Air,Christina Vanderzanden,583,3,2.05%
25248,12-01-2014,Medium,26,275,226,36,9,5,12-04-2014,Regular Air,Christina Vanderzanden,444,3,3.17%
25249,11-06-2015,Medium,34,"1,720","1,499",206,2,12,11-08-2015,Regular Air,Vivian Mathis,432,2,0.13%
25254,09-17-2013,Critical,35,"4,756","4,072",380,8,295,09-19-2013,Regular Air,Christine Phan,850,2,0.18%
25280,05-21-2014,Not Specified,16,274,223,5,4,42,05-23-2014,Regular Air,Stefania Perrino,898,2,1.63%
25280,05-21-2014,Not Specified,47,16,13,1,2,1,05-24-2014,Regular Air,Stefania Perrino,863,3,10.77%
25313,08-21-2015,Critical,19,175,151,12,8,4,08-24-2015,Regular Air,Karl Brown,477,3,4.75%
25314,02-24-2015,High,43,519,420,0,8,91,02-26-2015,Regular Air,Nick Crebassa,94,2,1.45%
25315,12-02-2013,Low,21,"8,101","6,887",0,1,"1,213",12-04-2013,Regular Air,Joy Smith,893,2,0.02%
25315,12-02-2013,Low,36,107,89,11,18,-10,12-05-2013,Express Air,Joy Smith,389,3,16.55%
25315,12-02-2013,Low,36,60,49,0,68,-57,12-05-2013,Delivery Truck,Joy Smith,308,3,114.46%
25318,11-19-2014,Critical,1,246,202,30,2,12,11-22-2014,Regular Air,Ken Dana,1109,3,0.91%
25318,11-19-2014,Critical,22,136,115,10,16,-4,11-22-2014,Express Air,Julia West,539,3,11.54%
25347,06-12-2012,Low,28,205,173,20,11,0,06-15-2012,Regular Air,Theone Pippenger,756,3,5.49%
25348,05-09-2015,Critical,7,342,277,41,2,22,05-12-2015,Regular Air,Ryan Crowe,481,3,0.55%
25348,05-09-2015,Critical,6,223,193,25,20,-15,05-11-2015,Regular Air,Ryan Crowe,287,2,8.90%
25350,12-03-2013,Not Specified,23,"2,429","1,947",194,1,287,12-06-2013,Regular Air,Troy Blackwell,936,3,0.04%
25350,12-03-2013,Not Specified,30,392,342,0,7,43,12-05-2013,Regular Air,Troy Blackwell,292,2,1.72%
25376,03-26-2014,Critical,12,"1,143",898,137,8,100,03-29-2014,Regular Air,Greg Guthrie,1211,3,0.69%
25377,11-26-2015,Low,3,440,365,53,45,-22,11-29-2015,Delivery Truck,Don Jones,214,3,10.14%
25378,12-18-2014,Not Specified,48,548,471,66,12,0,12-21-2014,Regular Air,Tim Taslimi,538,3,2.10%
25412,06-06-2014,Not Specified,18,864,742,17,15,90,06-08-2014,Regular Air,Katrina Edelman,1246,2,1.68%
25440,02-06-2012,High,30,67,58,2,100,-93,02-09-2012,Delivery Truck,Kelly Andreada,46,3,149.71%
25442,01-05-2015,High,32,"1,249",978,137,7,126,01-08-2015,Regular Air,George Zrebassa,701,3,0.58%
25442,01-05-2015,High,40,194,157,6,8,24,01-08-2015,Regular Air,George Zrebassa,724,3,3.87%
25443,09-22-2015,Medium,33,151,131,3,17,0,09-24-2015,Regular Air,Rick Wilson,864,2,11.23%
25445,05-25-2012,Low,48,"4,608","3,718",507,4,379,05-28-2012,Regular Air,Tracy Hopkins,584,3,0.10%
25447,05-23-2015,Not Specified,25,"2,036","1,654",244,13,124,05-25-2015,Regular Air,Randy Ferguson,622,2,0.66%
25447,05-23-2015,Not Specified,18,568,479,23,81,-15,05-26-2015,Delivery Truck,Randy Ferguson,6,3,14.29%
25472,05-21-2012,High,40,"2,439","1,975",98,1,366,05-23-2012,Regular Air,Bill Shonely,840,2,0.05%
25473,10-14-2015,High,20,"18,035","15,554","1,984",26,472,10-17-2015,Regular Air,Mary Zewe,452,3,0.15%
25473,10-14-2015,High,36,262,219,18,42,-17,10-17-2015,Delivery Truck,Mary Zewe,35,3,16.11%
25475,04-04-2012,Critical,49,"1,272","1,097",102,11,62,04-06-2012,Regular Air,Lena Cacioppo,1059,2,0.88%
25476,10-02-2015,Not Specified,4,744,630,52,37,25,10-04-2015,Regular Air,Cyra Reiten,42,2,4.94%
25476,10-02-2015,Not Specified,21,"1,467","1,279",176,3,9,10-04-2015,Regular Air,Cyra Reiten,450,2,0.20%
25478,04-24-2015,Critical,50,"5,452","4,399",654,3,396,04-27-2015,Regular Air,Jim Kriz,1031,3,0.05%
25478,04-24-2015,Critical,47,205,171,4,4,26,04-27-2015,Regular Air,Jim Kriz,259,3,1.83%
25479,04-28-2014,Critical,3,115,93,7,2,13,04-30-2014,Regular Air,Bill Eplett,377,2,1.63%
25507,08-05-2012,Not Specified,8,209,181,17,53,-41,08-08-2012,Regular Air,Ed Braxton,218,3,25.12%
25509,05-22-2012,Critical,43,517,387,41,7,81,05-25-2012,Regular Air,Quincy Jones,851,3,1.44%
25536,07-22-2014,Low,19,418,335,17,2,65,07-25-2014,Regular Air,Amy Cox,749,3,0.39%
25541,01-13-2012,Low,50,48,39,5,9,-4,01-16-2012,Regular Air,Mike Gockenbach,1064,3,17.98%
25542,12-30-2015,Low,37,310,269,37,6,-3,01-01-2016,Express Air,Matt Hagelstein,980,2,2.05%
25569,07-09-2015,High,27,269,231,32,10,-4,07-11-2015,Regular Air,Frank Carlisle,715,2,3.60%
25571,08-18-2015,Critical,42,"10,695","8,319","1,176",53,"1,147",08-21-2015,Regular Air,Cathy Armstrong,323,3,0.49%
25574,03-12-2012,Not Specified,46,"8,858","7,099",0,86,"1,673",03-14-2012,Delivery Truck,Rob Beeghly,142,2,0.97%
25574,03-12-2012,Not Specified,31,"4,645","3,499",93,5,"1,048",03-15-2012,Express Air,Rob Beeghly,284,3,0.12%
25601,01-05-2012,Medium,43,299,260,36,7,-4,01-08-2012,Regular Air,Valerie Dominguez,846,3,2.35%
25603,03-05-2014,Low,23,"4,872","3,958",292,22,600,03-07-2014,Regular Air,Alyssa Crouse,459,2,0.45%
25633,08-01-2014,Low,36,100,86,8,78,-72,08-03-2014,Delivery Truck,Sally Knutson,68,2,78.19%
25634,07-29-2013,Not Specified,29,"4,503","3,633",180,6,683,08-01-2013,Regular Air,Mike Pelletier,373,3,0.13%
25634,07-29-2013,Not Specified,26,608,485,24,10,88,08-01-2013,Express Air,Mike Pelletier,679,3,1.66%
25635,05-29-2015,Critical,14,"5,255","4,075",315,7,858,05-31-2015,Express Air,Sally Knutson,247,2,0.13%
25635,05-29-2015,Critical,22,602,487,72,5,37,05-31-2015,Regular Air,Sally Knutson,954,2,0.90%
25637,02-25-2015,Not Specified,12,"1,682","1,288",219,100,76,02-27-2015,Delivery Truck,Erin Mull,46,2,5.94%
25638,08-06-2012,High,31,820,712,25,7,76,08-08-2012,Regular Air,Ivan Gibson,668,2,0.90%
25638,08-06-2012,High,12,152,119,15,3,15,08-09-2012,Regular Air,Ivan Gibson,780,3,2.04%
25666,09-02-2015,Critical,23,189,160,25,7,-3,09-05-2015,Regular Air,Hunter Lopez,630,3,3.82%
25666,09-02-2015,Critical,36,454,394,36,30,-7,09-04-2015,Regular Air,Hunter Lopez,66,2,6.61%
25669,01-16-2014,Critical,12,"5,071","3,881",152,1,"1,037",01-19-2014,Regular Air,Ann Blume,871,3,0.01%
25697,04-26-2014,Low,46,124,108,4,5,7,04-29-2014,Regular Air,Joni Blumstein,598,3,4.38%
25733,05-12-2015,Low,24,624,544,75,19,-14,05-14-2015,Regular Air,Eugene Barchas,578,2,3.12%
25735,12-30-2013,Not Specified,45,"1,614","1,392",48,3,171,01-02-2014,Regular Air,Lisa DeCherney,904,3,0.18%
25767,03-03-2015,High,7,598,514,66,3,15,03-06-2015,Regular Air,Ann Chong,192,3,0.50%
25767,03-03-2015,High,15,276,225,17,20,15,03-05-2015,Regular Air,Ann Chong,779,2,7.20%
25793,04-07-2015,Low,27,"6,429","5,205",386,13,825,04-10-2015,Regular Air,James Galang,82,3,0.21%
25797,09-01-2015,Not Specified,28,"14,000","12,117",0,3,"1,880",09-03-2015,Regular Air,Roland Fjeld,329,2,0.02%
25799,02-24-2014,Low,38,"7,791","6,121",545,11,"1,114",02-27-2014,Regular Air,Saphhira Shifley,1147,3,0.14%
25824,09-04-2012,Medium,6,"14,669","11,192",880,7,"2,590",09-06-2012,Regular Air,Christine Abelman,151,2,0.05%
25824,09-04-2012,Medium,39,"13,616","11,658",0,128,"1,830",09-06-2012,Delivery Truck,Christine Abelman,7,2,0.94%
25824,09-04-2012,Medium,5,172,148,3,8,13,09-07-2012,Regular Air,Christine Abelman,838,3,4.47%
25824,09-04-2012,Medium,37,20,16,1,30,-27,09-06-2012,Regular Air,Christine Abelman,159,2,151.82%
25825,07-19-2015,Not Specified,45,992,856,30,3,104,07-21-2015,Regular Air,Michael Granlund,720,2,0.27%
25825,07-19-2015,Not Specified,27,464,400,37,3,23,07-21-2015,Regular Air,Michael Granlund,681,2,0.73%
25828,11-23-2013,Not Specified,29,"2,089","1,658",230,2,200,11-26-2013,Regular Air,Michael Oakman,884,3,0.07%
25828,11-23-2013,Not Specified,35,257,200,5,7,45,11-25-2013,Regular Air,Michael Oakman,836,2,2.58%
25828,11-23-2013,Not Specified,31,169,146,3,93,-73,11-26-2013,Delivery Truck,Michael Oakman,30,3,54.70%
25830,05-06-2013,Low,5,112,92,15,10,-5,05-08-2013,Regular Air,Justin Hirsh,841,2,9.25%
25830,05-06-2013,Low,11,20,16,1,16,-14,05-08-2013,Regular Air,Justin Hirsh,1001,2,80.62%
25831,09-14-2012,Medium,6,127,103,3,7,13,09-16-2012,Regular Air,Tracy Blumstein,349,2,5.90%
25860,01-02-2013,Low,9,500,413,35,8,44,01-05-2013,Express Air,Elpida Rittenbach,385,3,1.50%
25860,01-02-2013,Low,23,756,652,76,30,-2,01-04-2013,Regular Air,Elpida Rittenbach,408,2,3.97%
25861,08-07-2015,High,44,825,707,33,22,64,08-09-2015,Delivery Truck,Brooke Gillingham,77,2,2.67%
25863,04-22-2014,Not Specified,18,332,286,0,7,38,04-25-2014,Express Air,George Bell,346,3,2.18%
25889,06-08-2013,Low,23,890,756,53,8,73,06-11-2013,Regular Air,Chris McAfee,567,3,0.84%
25895,04-17-2015,Medium,37,378,304,45,19,9,04-19-2015,Regular Air,Candace McMahon,1056,2,5.08%
25926,11-20-2012,High,23,"4,375","3,306",306,11,752,11-23-2012,Regular Air,Michelle Moray,878,3,0.25%
25926,11-20-2012,High,20,80,67,10,104,-101,11-23-2012,Delivery Truck,Michelle Moray,8,3,130.31%
25927,04-22-2012,Medium,43,"1,775","1,537",195,8,35,04-24-2012,Regular Air,Rick Duston,477,2,0.47%
25927,04-22-2012,Medium,14,199,173,6,10,10,04-25-2012,Regular Air,Rick Duston,428,3,5.00%
25952,09-04-2013,High,50,214,185,9,13,7,09-06-2013,Regular Air,Ed Braxton,273,2,6.30%
25953,09-27-2012,Critical,19,266,222,16,12,16,09-29-2012,Regular Air,Liz Carlisle,63,2,4.34%
25953,09-27-2012,Critical,27,528,455,69,7,-3,09-29-2012,Regular Air,Liz Carlisle,839,2,1.37%
25955,05-04-2014,Not Specified,10,416,322,17,13,65,05-06-2014,Regular Air,Janet Martin,792,2,3.00%
25985,09-02-2015,Low,22,246,202,32,1,11,09-04-2015,Regular Air,Tony Sayre,828,2,0.43%
25985,09-02-2015,Low,50,258,222,34,5,-2,09-05-2015,Regular Air,Tony Sayre,912,3,1.77%
25986,06-22-2015,Medium,48,330,274,36,7,13,06-24-2015,Regular Air,Barry Pond,1044,2,2.26%
26016,10-07-2012,High,44,155,118,17,7,13,10-10-2012,Express Air,Ken Lonsdale,349,3,4.83%
26016,10-07-2012,High,2,121,104,14,6,-3,10-10-2012,Regular Air,Ken Lonsdale,295,3,4.97%
26021,09-14-2015,Critical,17,277,241,0,7,29,09-17-2015,Regular Air,Nicole Brennan,346,3,2.60%
26023,08-20-2013,High,49,581,505,23,2,52,08-23-2013,Regular Air,Charles McCrossin,1052,3,0.26%
26050,06-16-2014,High,44,716,615,86,12,2,06-19-2014,Regular Air,Edward Nazzal,657,3,1.74%
26051,06-27-2013,Not Specified,31,747,600,75,3,69,06-29-2013,Regular Air,Annie Cyprus,583,2,0.40%
26051,06-27-2013,Not Specified,22,121,104,0,29,-12,06-29-2013,Delivery Truck,Annie Cyprus,619,2,23.78%
26053,01-24-2015,Low,48,"3,773","2,798",377,14,584,01-27-2015,Express Air,Cynthia Delaney,507,3,0.36%
26054,02-12-2013,Critical,47,932,742,112,15,63,02-14-2013,Regular Air,Resi Polking,712,2,1.63%
26055,11-25-2015,Not Specified,46,357,287,21,6,42,11-27-2015,Regular Air,Julia Barnett,13,2,1.68%
26084,10-16-2015,Low,33,15,13,1,11,-9,10-19-2015,Express Air,Patrick Ryan,944,3,73.29%
26116,10-29-2015,Critical,36,258,212,15,14,17,11-01-2015,Regular Air,Carlos Soltero,507,3,5.25%
26144,10-26-2014,High,28,"2,394","1,925",311,1,156,10-28-2014,Regular Air,Lindsay Castell,961,2,0.06%
26145,07-04-2014,Low,18,385,332,0,9,44,07-07-2014,Regular Air,George Bell,955,3,2.22%
26145,07-04-2014,Low,27,489,395,64,12,19,07-06-2014,Regular Air,George Bell,647,2,2.41%
26145,07-04-2014,Low,49,88,77,5,19,-12,07-07-2014,Regular Air,George Bell,688,3,21.25%
26146,10-11-2012,Low,49,"1,360","1,094",54,12,200,10-13-2012,Regular Air,John Dryer,537,2,0.88%
26146,10-11-2012,Low,13,220,191,9,28,-8,10-14-2012,Regular Air,John Dryer,686,3,12.88%
26176,11-19-2014,High,14,239,193,19,12,15,11-21-2014,Regular Air,Gary McGarr,1118,2,5.13%
26176,11-19-2014,High,30,91,79,4,7,1,11-21-2014,Regular Air,Gary McGarr,346,2,7.95%
26182,01-16-2013,Not Specified,4,"2,024","1,638",223,36,127,01-18-2013,Delivery Truck,Doug Bickford,80,2,1.76%
26182,01-16-2013,Not Specified,30,683,591,14,99,-21,01-18-2013,Delivery Truck,Doug Bickford,36,2,14.56%
26214,11-20-2014,Medium,19,"5,331","4,041",693,2,595,11-23-2014,Express Air,Beth Fritzler,777,3,0.04%
26214,11-20-2014,Medium,41,299,256,33,10,0,11-23-2014,Regular Air,Beth Fritzler,392,3,3.40%
26240,12-19-2012,Critical,39,"1,500","1,223",90,2,185,12-21-2012,Regular Air,Carlos Soltero,1033,2,0.16%
26240,12-19-2012,Critical,38,75,64,5,3,4,12-21-2012,Regular Air,Carlos Soltero,192,2,3.96%
26243,07-16-2014,Low,42,946,759,104,2,82,07-19-2014,Regular Air,Eleni McCrary,1144,3,0.16%
26244,08-03-2013,High,16,266,230,32,5,-2,08-06-2013,Regular Air,Michael Dominguez,598,3,2.04%
26272,06-29-2015,Low,6,"4,529","3,558",272,37,663,07-02-2015,Express Air,Carlos Daly,194,3,0.81%
26274,06-12-2015,Not Specified,41,"7,014","5,267",561,3,"1,183",06-15-2015,Regular Air,Alan Schoenberger,672,3,0.05%
26276,09-12-2013,Low,19,161,129,0,21,11,09-14-2013,Regular Air,Janet Martin,196,2,13.07%
26276,09-12-2013,Low,21,44,38,0,21,-15,09-15-2013,Express Air,Janet Martin,294,3,47.39%
26277,06-27-2014,Medium,17,911,788,27,30,65,06-29-2014,Regular Air,Art Miller,461,2,3.29%
26279,07-30-2012,Not Specified,7,792,646,48,2,97,08-01-2012,Regular Air,Edward Nazzal,623,2,0.24%
26304,03-19-2014,Medium,43,158,128,5,9,16,03-21-2014,Regular Air,Art Ferguson,89,2,5.69%
26305,12-02-2013,Medium,13,"1,119",965,22,94,37,12-04-2013,Delivery Truck,Max Jones,67,2,8.41%
26305,12-02-2013,Medium,50,138,120,14,23,-18,12-04-2013,Regular Air,Max Jones,621,2,16.39%
26306,10-30-2015,Low,15,"19,000","16,505",0,104,"2,391",11-01-2015,Regular Air,Brendan Murry,43,2,0.54%
26306,10-30-2015,Low,39,374,320,26,84,-56,11-02-2015,Delivery Truck,Brendan Murry,143,3,22.47%
26309,02-19-2015,Low,42,576,466,69,1,39,02-22-2015,Regular Air,Alan Dominguez,942,3,0.26%
26310,07-29-2015,Not Specified,5,"1,487","1,146",104,2,235,08-01-2015,Regular Air,Neil French,545,3,0.14%
26310,07-29-2015,Not Specified,19,78,68,9,8,-6,08-01-2015,Regular Air,Neil French,1217,3,9.84%
26336,05-26-2015,High,45,"1,598","1,219",96,19,264,05-29-2015,Regular Air,Benjamin Farhat,560,3,1.20%
26336,05-26-2015,High,39,"3,300","2,680",429,10,180,05-28-2015,Regular Air,Benjamin Farhat,340,2,0.30%
26337,11-07-2012,Critical,45,630,506,69,1,53,11-10-2012,Regular Air,Henry Goldwyn,871,3,0.12%
26341,07-28-2013,Critical,8,83,71,3,78,-70,07-30-2013,Delivery Truck,Karen Ferguson,26,2,93.69%
26342,10-18-2012,Low,3,"1,970","1,705",118,7,139,10-20-2012,Regular Air,Khloe Miller,1180,2,0.37%
26342,10-18-2012,Low,41,240,205,7,9,19,10-20-2012,Regular Air,Khloe Miller,406,2,3.62%
26342,10-18-2012,Low,24,168,146,5,17,0,10-20-2012,Regular Air,Khloe Miller,915,2,10.34%
26368,07-15-2013,Medium,25,20,17,0,4,-1,07-18-2013,Regular Air,Shahid Shariari,479,3,18.71%
26370,08-08-2014,Not Specified,12,845,682,93,8,62,08-10-2014,Regular Air,Fred Wasserman,822,2,0.97%
26370,08-08-2014,Not Specified,20,274,236,33,8,-3,08-11-2014,Express Air,Fred Wasserman,524,3,3.00%
26372,07-12-2012,Low,1,"2,150","1,874",43,3,229,07-15-2012,Regular Air,Ralph Kennedy,280,3,0.14%
26373,07-22-2013,Medium,7,168,146,19,8,-4,07-24-2013,Regular Air,Anna Andreadi,441,2,4.75%
26374,11-05-2012,Not Specified,5,850,715,59,5,71,11-07-2012,Regular Air,Art Miller,387,2,0.58%
26401,10-13-2013,Medium,1,"5,658","4,316",566,30,745,10-16-2013,Regular Air,Dave Poirier,41,3,0.53%
26406,04-12-2014,Not Specified,40,252,219,30,8,-5,04-14-2014,Regular Air,Edward Becker,1231,2,3.22%
26407,06-19-2015,Critical,16,"9,502","7,113","1,235",13,"1,141",06-21-2015,Regular Air,Karen Ferguson,205,2,0.14%
26407,06-19-2015,Critical,34,996,788,60,53,96,06-21-2015,Regular Air,Karen Ferguson,22,2,5.27%
26432,12-30-2012,Low,37,"2,496","2,028",200,7,262,01-02-2013,Regular Air,Logan Haushalter,513,3,0.27%
26432,12-30-2012,Low,11,"28,800","24,927","3,744",4,124,01-01-2013,Express Air,Logan Haushalter,1224,2,0.02%
26432,12-30-2012,Low,48,"1,408","1,140",155,37,76,01-01-2013,Regular Air,Logan Haushalter,59,2,2.61%
26437,11-28-2014,Critical,4,"7,838","5,961",314,9,"1,554",12-01-2014,Express Air,Sara Luxemburg,660,3,0.12%
26437,11-28-2014,Critical,48,39,31,4,1,2,12-01-2014,Regular Air,Sara Luxemburg,788,3,2.72%
26439,09-15-2014,Medium,37,"1,177",928,71,9,170,09-17-2014,Regular Air,Justin Deggeller,1113,2,0.73%
26439,09-15-2014,Medium,38,81,70,0,10,1,09-17-2014,Regular Air,Justin Deggeller,325,2,12.09%
26439,09-15-2014,Medium,23,158,136,21,7,-5,09-17-2014,Regular Air,Justin Deggeller,394,2,4.73%
26464,12-11-2014,High,25,268,214,11,7,36,12-14-2014,Regular Air,Tamara Willingham,546,3,2.52%
26464,12-11-2014,High,26,272,218,22,33,-1,12-14-2014,Regular Air,Tamara Willingham,529,3,12.25%
26466,06-11-2012,Critical,29,"1,518","1,221",30,9,258,06-13-2012,Regular Air,Rick Wilson,413,2,0.59%
26469,07-30-2015,Medium,50,"7,560","6,567",454,10,529,08-01-2015,Regular Air,Arthur Prichep,1005,2,0.14%
26469,07-30-2015,Medium,4,304,265,12,30,-3,08-01-2015,Regular Air,Arthur Prichep,454,2,9.86%
26470,03-21-2012,High,41,334,289,13,30,2,03-24-2012,Regular Air,Harold Ryan,41,3,8.98%
26499,02-21-2013,Medium,11,695,555,49,1,90,02-23-2013,Regular Air,Sylvia Foulston,1156,2,0.11%
26503,04-21-2014,Medium,12,732,631,15,16,70,04-24-2014,Regular Air,Thais Sissman,539,3,2.15%
26503,04-21-2014,Medium,47,166,143,22,2,-1,04-23-2014,Regular Air,Thais Sissman,533,2,1.26%
26529,01-28-2014,Low,17,"1,160",936,81,17,126,01-30-2014,Regular Air,Pauline Webber,1072,2,1.45%
26529,01-28-2014,Low,41,571,459,63,22,27,01-30-2014,Delivery Truck,Pauline Webber,91,2,3.86%
26531,06-20-2014,Medium,26,32,27,0,8,-3,06-23-2014,Regular Air,Michelle Lonsdale,117,3,24.91%
26535,03-20-2015,Not Specified,33,170,148,5,8,9,03-23-2015,Regular Air,Candace McMahon,1099,3,4.65%
26565,10-21-2012,Medium,49,"17,260","15,049",518,30,"1,664",10-23-2012,Regular Air,Cathy Prescott,11,2,0.17%
26567,09-04-2012,Critical,8,"5,356","4,336",589,12,419,09-07-2012,Regular Air,Sylvia Foulston,1247,3,0.22%
26567,09-04-2012,Critical,48,330,283,20,12,14,09-07-2012,Regular Air,Sylvia Foulston,198,3,3.68%
26567,09-04-2012,Critical,10,43,37,5,13,-13,09-06-2012,Express Air,Sylvia Foulston,818,2,31.22%
26567,09-04-2012,Critical,22,85,64,24,13,-16,09-06-2012,Regular Air,Sylvia Foulston,744,2,15.94%
26627,10-30-2012,Medium,25,117,101,15,2,-2,11-01-2012,Regular Air,Larry Tron,1107,2,1.66%
26629,07-10-2012,High,32,"22,800","18,843","1,824",2,"2,130",07-13-2012,Regular Air,Muhammed Yedwab,909,3,0.01%
26629,07-10-2012,High,38,"4,212","3,387",548,37,241,07-12-2012,Regular Air,Muhammed Yedwab,23,2,0.87%
26630,11-27-2013,High,9,44,38,1,11,-7,11-30-2013,Regular Air,Logan Haushalter,1016,3,25.25%
26631,11-01-2013,Critical,37,"1,325","1,077",0,16,233,11-04-2013,Regular Air,Jeremy Pistek,1151,3,1.18%
26657,09-29-2015,Medium,28,240,199,19,11,11,10-01-2015,Regular Air,Troy Blackwell,516,2,4.67%
26658,12-22-2014,High,17,"2,300","1,855",161,8,275,12-25-2014,Regular Air,Tom Prescott,1099,3,0.34%
26660,03-18-2015,Medium,1,58,50,8,3,-3,03-20-2015,Regular Air,Carol Triggs,1035,2,5.17%
26661,12-19-2015,Medium,31,131,113,4,7,7,12-21-2015,Regular Air,Ruben Ausman,236,2,5.70%
26688,08-18-2013,Medium,7,426,343,51,2,29,08-21-2013,Regular Air,Laurel Workman,749,3,0.38%
26688,08-18-2013,Medium,21,2,2,0,6,-6,08-21-2013,Regular Air,Laurel Workman,700,3,318.35%
26689,09-29-2012,High,2,221,189,4,13,14,10-01-2012,Regular Air,Tamara Willingham,318,2,6.09%
26691,08-03-2015,Not Specified,37,804,646,80,9,68,08-05-2015,Regular Air,Liz Thompson,913,2,1.15%
