Order ID,Order Date,Order Priority,Order Quantity,Total Sales,Total Cost of Good sold,Total Discount,Total Shipping Cost,Margin,Ship Date,Ship Mode,Customer Name,Product ID,Product category,Product Subcategory,Part des frais de port,,TOP 100,
32835,07-07-2015,Medium,15,"1,672","1,358",117,7,189,07-10-2015,Regular Air,Joy Smith,349,Technology,Telephones and Communication,0.45%,,,
32871,10-26-2015,High,9,"1,418","1,148",85,10,175,10-28-2015,Regular Air,Jim Karlsson,504,Technology,Computer Peripherals,0.69%,,,
32871,10-26-2015,High,42,209,181,0,6,23,10-28-2015,Express Air,Jim Karlsson,276,Technology,Computer Peripherals,2.87%,,,
32871,10-26-2015,High,14,99,78,4,27,-10,10-28-2015,Delivery Truck,Jim Karlsson,60,Technology,Office Machines,27.12%,,,
32902,03-03-2015,High,8,"1,583","1,350",63,13,157,03-05-2015,Regular Air,Corey Lock,727,Office Supplies,"Scissors, Rulers and Trimmers",0.79%,,,
32902,03-03-2015,High,34,147,127,6,2,13,03-06-2015,Express Air,Corey Lock,887,Office Supplies,Pens & Art Supplies,1.22%,,,
32902,03-03-2015,High,23,61,45,4,90,-79,03-06-2015,Delivery Truck,Corey Lock,399,Office Supplies,Appliances,148.61%,,,
32903,07-26-2015,Low,31,126,101,13,13,0,07-29-2015,Regular Air,Daniel Lacy,536,Office Supplies,Storage & Organization,10.43%,,,
32966,01-26-2015,Low,4,"9,402","7,362","1,034",42,964,01-29-2015,Delivery Truck,Steven Cartwright,64,Technology,Office Machines,0.45%,,,
32966,01-26-2015,Low,43,"1,084",878,22,2,183,01-29-2015,Regular Air,Steven Cartwright,1107,Office Supplies,Pens & Art Supplies,0.18%,,,
32994,09-16-2015,Critical,34,"2,520","2,026",176,13,304,09-19-2015,Regular Air,Tonja Turnell,1065,Office Supplies,Paper,0.52%,,,
33029,05-31-2015,High,8,"16,279","12,224","2,116",4,"1,935",06-02-2015,Regular Air,Scott Cohen,282,Technology,Telephones and Communication,0.02%,,,
33029,05-31-2015,High,39,"1,692","1,469",51,113,59,06-02-2015,Delivery Truck,Scott Cohen,21,Furniture,Tables,6.67%,,,
33031,08-24-2015,High,18,576,457,17,10,92,08-27-2015,Regular Air,Tony Sayre,943,Office Supplies,Paper,1.73%,,,
33031,08-24-2015,High,24,475,383,52,24,16,08-26-2015,Delivery Truck,Tony Sayre,460,Furniture,Office Furnishings,4.96%,,,
33159,04-27-2015,Medium,3,"6,190","4,863",124,1,"1,202",04-30-2015,Regular Air,Cindy Schnelling,512,Technology,Telephones and Communication,0.02%,,,
33184,02-13-2015,Not Specified,32,132,107,0,8,16,02-16-2015,Regular Air,Dennis Pardue,692,Office Supplies,Binders and Binder Accessories,6.40%,,,
33184,02-13-2015,Not Specified,1,374,321,45,30,-21,02-15-2015,Regular Air,Dennis Pardue,454,Office Supplies,Binders and Binder Accessories,8.01%,,,
33186,08-28-2015,Low,24,63,55,1,8,-1,08-31-2015,Regular Air,Don Jones,172,Technology,Telephones and Communication,12.53%,,,
33222,06-19-2015,Medium,48,"1,829","1,414",55,1,360,06-21-2015,Regular Air,Nicole Brennan,911,Office Supplies,Pens & Art Supplies,0.06%,,,
33222,06-19-2015,Medium,18,176,152,12,23,-10,06-22-2015,Regular Air,Nicole Brennan,621,Office Supplies,Binders and Binder Accessories,12.84%,,,
33222,06-19-2015,Medium,30,403,347,52,45,-42,06-22-2015,Delivery Truck,Nicole Brennan,414,Furniture,Chairs & Chairmats,11.17%,,,
33284,03-31-2015,Low,21,49,42,1,13,-8,04-02-2015,Regular Air,Lela Donovan,737,Furniture,Office Furnishings,27.66%,,,
33285,01-19-2015,High,5,469,387,9,9,63,01-21-2015,Regular Air,Michael Oakman,612,Office Supplies,Storage & Organization,1.96%,,,
33378,04-27-2015,High,25,"7,119","5,764",925,15,415,04-30-2015,Regular Air,Joseph Airdo,582,Office Supplies,Envelopes,0.21%,,,
33414,02-10-2015,Not Specified,9,159,128,6,2,23,02-13-2015,Regular Air,Phillina Ober,863,Office Supplies,Pens & Art Supplies,1.11%,,,
33444,10-06-2015,Medium,11,328,265,39,4,19,10-09-2015,Regular Air,Alan Barnes,870,Office Supplies,Pens & Art Supplies,1.10%,,,
33444,10-06-2015,Medium,8,29,23,3,11,-9,10-09-2015,Regular Air,Alan Barnes,907,Office Supplies,Storage & Organization,39.39%,,,
33445,08-02-2015,Low,16,"3,478","2,778",243,104,353,08-04-2015,Regular Air,Juliana Krohn,313,Furniture,Tables,2.98%,,,
33445,08-02-2015,Low,49,"1,818","1,442",36,40,299,08-04-2015,Delivery Truck,Juliana Krohn,246,Furniture,Bookcases,2.21%,,,
33445,08-02-2015,Low,18,728,591,73,54,10,08-04-2015,Delivery Truck,Juliana Krohn,114,Furniture,Bookcases,7.39%,,,
33477,10-19-2015,High,28,"6,931","5,555",762,1,612,10-21-2015,Regular Air,Duane Huffman,825,Office Supplies,Labels,0.02%,,,
33479,09-18-2015,Critical,27,751,645,60,8,38,09-21-2015,Regular Air,Penelope Sewall,960,Office Supplies,Paper,1.03%,,,
33479,09-18-2015,Critical,24,61,50,4,8,1,09-21-2015,Regular Air,Penelope Sewall,941,Office Supplies,Paper,12.48%,,,
33479,09-18-2015,Critical,50,50,43,5,13,-11,09-21-2015,Regular Air,Penelope Sewall,678,Office Supplies,Binders and Binder Accessories,25.05%,,,
33541,06-19-2015,Critical,43,451,392,50,9,1,06-21-2015,Regular Air,John Lucas,894,Furniture,Office Furnishings,2.00%,,,
33568,07-21-2015,Medium,23,555,426,11,9,109,07-23-2015,Express Air,Frank Olsen,786,Office Supplies,Storage & Organization,1.57%,,,
33568,07-21-2015,Medium,10,184,149,6,78,-49,07-23-2015,Regular Air,Frank Olsen,371,Furniture,Office Furnishings,42.56%,,,
33570,12-16-2015,Not Specified,46,"8,420","7,315",589,8,509,12-18-2015,Regular Air,Ken Heidel,896,Office Supplies,Binders and Binder Accessories,0.09%,,,
33570,12-16-2015,Not Specified,19,"1,501","1,211",150,8,132,12-19-2015,Regular Air,Ken Heidel,117,Technology,Telephones and Communication,0.53%,,,
33570,12-16-2015,Not Specified,1,264,227,5,45,-13,12-18-2015,Delivery Truck,Ken Heidel,214,Technology,Office Machines,16.87%,,,
33605,04-03-2015,Critical,42,440,345,26,10,58,04-06-2015,Regular Air,John Lee,1242,Office Supplies,Binders and Binder Accessories,2.33%,,,
33606,03-01-2015,High,46,"1,767","1,530",124,13,101,03-03-2015,Regular Air,Theresa Swint,1022,Furniture,Office Furnishings,0.72%,,,
33637,11-24-2015,Low,35,5,4,1,8,-8,11-27-2015,Regular Air,Michael Oakman,1196,Furniture,Office Furnishings,155.31%,,,
33666,07-16-2015,Not Specified,17,403,341,12,104,-54,07-19-2015,Regular Air,Theresa Swint,43,Furniture,Tables,25.71%,,,
33670,04-27-2015,High,50,191,163,8,2,19,04-29-2015,Regular Air,Mick Crebagga,922,Office Supplies,Pens & Art Supplies,0.96%,,,
33670,04-27-2015,High,4,207,168,17,8,15,04-29-2015,Regular Air,Mick Crebagga,1036,Office Supplies,Pens & Art Supplies,3.63%,,,
33702,09-02-2015,Not Specified,14,55,42,0,1,12,09-05-2015,Express Air,Adam Hart,888,Office Supplies,Labels,1.36%,,,
33729,09-19-2015,Not Specified,26,159,138,16,53,-48,09-22-2015,Regular Air,Anthony Rawles,22,Office Supplies,Storage & Organization,32.96%,,,
33731,10-08-2015,High,32,"7,694","6,146",923,2,623,10-11-2015,Regular Air,Jonathan Doherty,1093,Office Supplies,Rubber Bands,0.03%,,,
33731,10-08-2015,High,27,"1,890","1,642",57,104,87,10-11-2015,Delivery Truck,Jonathan Doherty,134,Furniture,Chairs & Chairmats,5.52%,,,
33731,10-08-2015,High,12,115,100,8,8,-1,10-10-2015,Regular Air,Jonathan Doherty,658,Office Supplies,Storage & Organization,6.59%,,,
33761,08-04-2015,High,45,"1,599","1,220",128,4,247,08-07-2015,Regular Air,Pierre Wener,609,Office Supplies,Pens & Art Supplies,0.27%,,,
33793,06-27-2015,Critical,17,"2,355","2,016",94,23,222,06-29-2015,Regular Air,Joel Eaton,865,Office Supplies,Binders and Binder Accessories,0.96%,,,
33893,09-20-2015,Not Specified,6,"3,914","3,169",0,22,723,09-23-2015,Regular Air,Sarah Jordon,459,Office Supplies,Envelopes,0.56%,,,
33893,09-20-2015,Not Specified,16,215,184,26,3,2,09-22-2015,Regular Air,Sarah Jordon,681,Office Supplies,Pens & Art Supplies,1.58%,,,
33924,10-18-2015,Not Specified,12,"2,244","1,804",157,42,240,10-21-2015,Delivery Truck,Ivan Liston,35,Technology,Office Machines,1.88%,,,
33956,01-19-2015,Low,13,"1,784","1,445",0,6,334,01-22-2015,Regular Air,Aaron Smayling,646,Furniture,Office Furnishings,0.34%,,,
34022,11-03-2015,Not Specified,6,99,84,8,7,-1,11-06-2015,Regular Air,Jason Klamczynski,1244,Furniture,Office Furnishings,7.53%,,,
34022,11-03-2015,Not Specified,50,40,34,3,5,-2,11-05-2015,Regular Air,Jason Klamczynski,912,Furniture,Office Furnishings,11.48%,,,
34083,02-05-2015,Not Specified,29,"7,266","5,439",218,8,"1,602",02-08-2015,Express Air,Barry Blumstein,161,Technology,Telephones and Communication,0.10%,,,
34086,04-29-2015,High,41,"3,010","2,420",181,4,405,05-01-2015,Regular Air,Nat Gilpin,381,Technology,Telephones and Communication,0.12%,,,
34117,02-07-2015,High,45,"1,236","1,001",99,4,132,02-10-2015,Regular Air,Tony Sayre,859,Office Supplies,Binders and Binder Accessories,0.36%,,,
34148,08-21-2015,Critical,33,246,202,20,1,23,08-24-2015,Regular Air,Theresa Swint,875,Office Supplies,Labels,0.60%,,,
34182,10-17-2015,Critical,31,136,117,10,12,-2,10-19-2015,Regular Air,Karen Ferguson,815,Furniture,Office Furnishings,8.74%,,,
34211,02-13-2015,Not Specified,15,748,600,97,2,50,02-15-2015,Regular Air,Alan Hwang,749,Office Supplies,Pens & Art Supplies,0.22%,,,
34241,10-08-2015,Low,4,"1,220",991,134,4,91,10-11-2015,Regular Air,Sanjit Chand,1170,Office Supplies,Envelopes,0.31%,,,
34279,03-28-2015,Not Specified,3,"1,242",915,161,90,75,03-30-2015,Delivery Truck,Joni Wasserman,1263,Furniture,Tables,7.25%,,,
34309,09-06-2015,High,16,204,177,0,8,19,09-08-2015,Regular Air,Fred McMath,775,Office Supplies,Appliances,3.78%,,,
34400,12-24-2015,Low,25,127,109,3,6,9,12-27-2015,Regular Air,Joy Daniels,880,Office Supplies,Pens & Art Supplies,4.94%,,,
34400,12-24-2015,Low,17,89,72,5,6,6,12-27-2015,Regular Air,Joy Daniels,333,Technology,Telephones and Communication,7.06%,,,
34406,09-28-2015,Medium,29,"1,048","1,048",31,1,-33,10-01-2015,Regular Air,Eric Murdock,726,Office Supplies,Rubber Bands,0.10%,,,
34470,02-01-2015,Critical,31,123,107,14,86,-84,02-03-2015,Delivery Truck,Vivek Sundaresam,142,Furniture,Bookcases,70.11%,,,
34532,12-11-2015,Low,41,"6,109","4,963",367,29,750,12-13-2015,Express Air,Carol Darley,589,Office Supplies,Envelopes,0.48%,,,
34595,07-19-2015,Medium,12,70,56,7,26,-19,07-21-2015,Regular Air,Dave Poirier,452,Office Supplies,Paper,37.50%,,,
34659,11-19-2015,High,42,"5,356","4,336",0,7,"1,012",11-21-2015,Regular Air,Cindy Chapman,1062,Office Supplies,Binders and Binder Accessories,0.14%,,,
34662,01-10-2015,Critical,35,492,427,59,149,-143,01-12-2015,Delivery Truck,Darrin Sayre,18,Office Supplies,Storage & Organization,30.19%,,,
34723,12-09-2015,Medium,46,"6,004","4,844",480,45,634,12-12-2015,Delivery Truck,Neoma Murray,365,Technology,Office Machines,0.75%,,,
34723,12-09-2015,Medium,29,"3,725","3,189",447,13,75,12-12-2015,Regular Air,Neoma Murray,203,Technology,Telephones and Communication,0.36%,,,
34723,12-09-2015,Medium,4,35,30,3,45,-43,12-11-2015,Delivery Truck,Neoma Murray,214,Technology,Office Machines,128.57%,,,
34754,06-04-2015,Critical,16,883,718,35,8,123,06-07-2015,Regular Air,Patrick Jones,367,Office Supplies,Paper,0.86%,,,
34757,05-28-2015,High,40,"1,914","1,549",249,9,106,05-31-2015,Express Air,Neoma Murray,1139,Office Supplies,Paper,0.49%,,,
34822,07-10-2015,Not Specified,23,944,817,57,3,67,07-12-2015,Regular Air,Nathan Cano,418,Technology,Computer Peripherals,0.32%,,,
34852,09-05-2015,Low,26,440,352,26,2,60,09-07-2015,Regular Air,Rob Dowd,1100,Office Supplies,Binders and Binder Accessories,0.51%,,,
34976,11-24-2015,Medium,45,"6,552","5,322",197,112,921,11-26-2015,Delivery Truck,Lauren Leatherbury,113,Furniture,Chairs & Chairmats,1.70%,,,
34976,11-24-2015,Medium,29,"4,318","3,484",475,8,351,11-27-2015,Regular Air,Lauren Leatherbury,964,Office Supplies,Paper,0.19%,,,
35011,12-10-2015,Not Specified,14,"2,622","2,261",315,5,41,12-12-2015,Regular Air,Luke Weiss,457,Office Supplies,"Scissors, Rulers and Trimmers",0.19%,,,
35012,06-08-2015,Medium,10,399,344,24,7,24,06-11-2015,Regular Air,Thomas Boland,497,Office Supplies,Appliances,1.87%,,,
35012,06-08-2015,Medium,11,120,96,13,6,4,06-10-2015,Regular Air,Thomas Boland,148,Technology,Telephones and Communication,5.26%,,,
35040,04-18-2015,Not Specified,44,488,394,20,11,64,04-20-2015,Regular Air,Jack O'Briant,674,Office Supplies,Storage & Organization,2.29%,,,
35045,04-02-2015,Medium,44,57,49,7,7,-7,04-05-2015,Regular Air,Darrin Martin,464,Office Supplies,Storage & Organization,11.89%,,,
35104,04-22-2015,High,1,100,86,6,8,0,04-25-2015,Regular Air,Bill Donatelli,527,Technology,Computer Peripherals,8.22%,,,
35104,04-22-2015,High,18,30,25,0,22,-17,04-25-2015,Regular Air,Bill Donatelli,604,Furniture,Office Furnishings,74.37%,,,
35173,03-13-2015,Not Specified,13,"6,988","5,658",210,12,"1,109",03-16-2015,Regular Air,Mike Pelletier,132,Technology,Telephones and Communication,0.17%,,,
35173,03-13-2015,Not Specified,29,936,816,112,90,-83,03-15-2015,Delivery Truck,Mike Pelletier,112,Furniture,Bookcases,9.65%,,,
35299,08-10-2015,Not Specified,41,68,58,2,30,-22,08-12-2015,Regular Air,Randy Bradley,98,Technology,Computer Peripherals,44.34%,,,
35392,02-23-2015,High,9,607,524,12,15,57,02-25-2015,Regular Air,Erin Mull,1246,Office Supplies,Paper,2.39%,,,
35456,11-01-2015,Critical,37,150,121,6,1,22,11-04-2015,Regular Air,Cindy Chapman,827,Office Supplies,Rubber Bands,0.70%,,,
35492,02-10-2015,Medium,36,36,31,1,7,-4,02-13-2015,Express Air,Janet Martin,611,Furniture,Office Furnishings,21.03%,,,
35554,09-24-2015,Not Specified,34,"1,465","1,210",103,82,70,09-27-2015,Delivery Truck,Darren Budd,51,Furniture,Bookcases,5.61%,,,
35590,12-02-2015,Critical,4,110,82,0,30,-1,12-04-2015,Regular Air,Ryan Crowe,98,Technology,Computer Peripherals,27.16%,,,
35712,10-23-2015,High,24,"4,241","3,554",0,12,674,10-25-2015,Regular Air,Steve Nguyen,985,Office Supplies,Paper,0.29%,,,
35712,10-23-2015,High,42,"1,860","1,481",242,11,127,10-25-2015,Regular Air,Steve Nguyen,285,Technology,Computer Peripherals,0.58%,,,
35713,10-17-2015,Medium,49,"1,173",897,70,2,203,10-19-2015,Regular Air,Phillip Breyer,432,Office Supplies,Binders and Binder Accessories,0.19%,,,
35811,01-03-2015,Critical,6,763,658,99,1,5,01-06-2015,Regular Air,Chuck Clark,855,Office Supplies,Pens & Art Supplies,0.14%,,,
35811,01-03-2015,Critical,49,233,202,30,2,-1,01-06-2015,Regular Air,Chuck Clark,533,Office Supplies,Envelopes,0.89%,,,
35814,03-27-2015,High,11,26,21,3,13,-11,03-29-2015,Regular Air,Karen Carlisle,509,Furniture,Office Furnishings,49.94%,,,
35842,05-24-2015,High,18,"30,723","26,304","1,229",1,"3,188",05-27-2015,Regular Air,Susan Pistek,961,Office Supplies,Labels,0.00%,,,
35905,02-19-2015,Low,20,"5,642","4,304",677,2,658,02-21-2015,Express Air,Deanra Eno,920,Office Supplies,Pens & Art Supplies,0.04%,,,
35938,11-17-2015,Not Specified,48,"1,686","1,270",202,14,200,11-20-2015,Regular Air,Bart Folk,618,Office Supplies,Storage & Organization,0.83%,,,
35938,11-17-2015,Not Specified,6,321,273,22,86,-60,11-20-2015,Delivery Truck,Bart Folk,16,Furniture,Chairs & Chairmats,26.64%,,,
35968,03-03-2015,Not Specified,21,673,545,47,10,71,03-05-2015,Regular Air,Barry Weirich,1223,Office Supplies,Binders and Binder Accessories,1.55%,,,
36034,10-16-2015,High,10,"6,048","4,880",0,1,"1,167",10-19-2015,Regular Air,Clay Ludtke,965,Office Supplies,Pens & Art Supplies,0.02%,,,
36038,08-16-2015,High,26,"2,121","1,694",64,8,356,08-19-2015,Regular Air,Alex Russell,1036,Office Supplies,Pens & Art Supplies,0.35%,,,
36101,08-20-2015,High,3,965,832,116,80,-63,08-23-2015,Delivery Truck,Ann Steele,256,Furniture,Bookcases,8.32%,,,
36103,04-29-2015,Critical,45,48,40,2,1,5,05-02-2015,Regular Air,Nathan Mautz,440,Technology,Telephones and Communication,3.08%,,,
36103,04-29-2015,Critical,10,58,51,1,9,-2,05-01-2015,Regular Air,Nathan Mautz,921,Furniture,Office Furnishings,14.71%,,,
36130,09-13-2015,Critical,23,127,108,16,6,-4,09-16-2015,Regular Air,Lindsay Shagiari,480,Technology,Computer Peripherals,4.73%,,,
36132,04-09-2015,Low,3,85,69,3,89,-76,04-11-2015,Delivery Truck,Hallie Redmond,144,Furniture,Tables,104.22%,,,
36160,11-22-2015,Low,12,516,435,0,13,67,11-24-2015,Express Air,Bryan Spruell,62,Technology,Telephones and Communication,2.61%,,,
36163,11-05-2015,Low,32,"3,258","2,611",326,11,310,11-07-2015,Regular Air,Meg O'Connel,702,Office Supplies,Binders and Binder Accessories,0.33%,,,
36229,09-21-2015,Not Specified,12,"1,398","1,206",42,11,140,09-24-2015,Regular Air,Patrick O'Donnell,344,Technology,Office Machines,0.76%,,,
36229,09-21-2015,Not Specified,24,"1,452","1,261",29,66,96,09-24-2015,Delivery Truck,Patrick O'Donnell,177,Furniture,Tables,4.52%,,,
36257,02-27-2015,High,43,"4,214","3,354",463,3,393,03-01-2015,Regular Air,Phillina Ober,543,Technology,Computer Peripherals,0.07%,,,
36294,08-20-2015,Medium,46,51,40,3,7,1,08-22-2015,Regular Air,Yana Sorensen,745,Office Supplies,Binders and Binder Accessories,14.66%,,,
36354,06-05-2015,Medium,13,80,66,8,30,-25,06-08-2015,Regular Air,Henia Zydlo,37,Office Supplies,Appliances,37.53%,,,
36357,01-14-2015,Not Specified,38,845,726,17,74,29,01-16-2015,Delivery Truck,Clay Cheatham,10,Technology,Copiers and Fax,8.70%,,,
36390,10-12-2015,High,3,"1,254","1,015",88,13,137,10-14-2015,Regular Air,Sylvia Foulston,141,Technology,Telephones and Communication,1.08%,,,
36418,01-27-2015,Not Specified,33,132,108,15,10,0,01-30-2015,Express Air,Robert Marley,1223,Office Supplies,Binders and Binder Accessories,7.89%,,,
36484,01-28-2015,Critical,41,126,109,3,6,9,01-30-2015,Express Air,Cari MacIntyre,338,Technology,Telephones and Communication,4.66%,,,
36512,03-28-2015,Not Specified,3,"10,679","8,417",854,17,"1,391",03-31-2015,Regular Air,Sean Braxton,240,Furniture,Office Furnishings,0.16%,,,
36512,03-28-2015,Not Specified,30,"4,722","3,810",283,88,540,03-30-2015,Delivery Truck,Sean Braxton,12,Furniture,Chairs & Chairmats,1.87%,,,
36644,05-13-2015,High,24,"1,188","1,021",95,30,42,05-16-2015,Regular Air,Dorothy Wardle,244,Technology,Computer Peripherals,2.52%,,,
36709,08-23-2015,Critical,42,"1,815","1,450",127,13,225,08-26-2015,Regular Air,Jennifer Ferguson,273,Technology,Telephones and Communication,0.74%,,,
36743,09-08-2015,Critical,3,330,268,43,6,13,09-11-2015,Regular Air,Laurel Elliston,646,Furniture,Office Furnishings,1.82%,,,
36803,08-04-2015,Not Specified,42,"1,255","1,083",88,1,83,08-07-2015,Regular Air,Ralph Kennedy,1132,Office Supplies,Labels,0.12%,,,
36803,08-04-2015,Not Specified,2,121,105,8,8,-1,08-06-2015,Express Air,Ralph Kennedy,1240,Furniture,Office Furnishings,6.61%,,,
36803,08-04-2015,Not Specified,2,4,4,0,4,-4,08-07-2015,Regular Air,Ralph Kennedy,469,Technology,Telephones and Communication,90.14%,,,
36832,06-01-2015,Low,24,558,486,45,3,24,06-04-2015,Express Air,Bobby Trafton,998,Technology,Computer Peripherals,0.54%,,,
36832,06-01-2015,Low,43,33,27,4,2,0,06-03-2015,Regular Air,Bobby Trafton,690,Office Supplies,Binders and Binder Accessories,6.81%,,,
36833,07-11-2015,Low,25,"1,205",925,0,11,269,07-14-2015,Regular Air,Harold Ryan,944,Office Supplies,Paper,0.91%,,,
36864,07-29-2015,Low,9,23,19,2,1,0,07-31-2015,Regular Air,Toby Carlisle,990,Office Supplies,Pens & Art Supplies,5.99%,,,
36901,09-13-2015,Critical,30,62,53,7,8,-6,09-16-2015,Regular Air,Dana Kaydos,970,Office Supplies,Paper,13.70%,,,
36929,05-25-2015,Low,45,"6,738","5,382",404,7,945,05-28-2015,Regular Air,Amy Cox,292,Office Supplies,Appliances,0.10%,,,
36929,05-25-2015,Low,37,"3,644","2,921",0,13,710,05-27-2015,Regular Air,Amy Cox,425,Office Supplies,Storage & Organization,0.36%,,,
36998,09-29-2015,Low,8,266,230,8,8,20,10-01-2015,Regular Air,Christine Abelman,1021,Office Supplies,Paper,2.93%,,,
36998,09-29-2015,Low,41,499,403,65,14,17,10-02-2015,Regular Air,Christine Abelman,1114,Office Supplies,Paper,2.87%,,,
36998,09-29-2015,Low,50,305,264,30,19,-8,10-02-2015,Regular Air,Christine Abelman,688,Furniture,Office Furnishings,6.17%,,,
37063,12-09-2015,Not Specified,50,910,788,0,13,109,12-11-2015,Regular Air,Alex Avila,463,Furniture,Office Furnishings,1.48%,,,
37123,02-18-2015,High,50,"3,513","2,589",246,42,636,02-21-2015,Delivery Truck,Lena Radford,641,Furniture,Tables,1.18%,,,
37124,03-30-2015,Low,33,647,544,84,37,-18,04-01-2015,Regular Air,Julie Kriz,44,Technology,Copiers and Fax,5.68%,,,
37158,09-22-2015,Low,25,68,59,5,11,-7,09-25-2015,Regular Air,Anthony O'Donnell,1016,Office Supplies,Paper,16.24%,,,
37185,10-31-2015,High,8,"22,800","19,244",684,4,"2,868",11-03-2015,Regular Air,Guy Armstrong,870,Office Supplies,Pens & Art Supplies,0.02%,,,
37188,03-04-2015,Critical,24,55,45,3,12,-6,03-07-2015,Express Air,Carol Triggs,1226,Office Supplies,Paper,22.83%,,,
37253,09-01-2015,High,46,178,153,21,9,-5,09-04-2015,Regular Air,Muhammed MacIntyre,321,Technology,Computer Peripherals,4.97%,,,
37287,11-01-2015,Low,45,"1,716","1,380",120,2,214,11-03-2015,Regular Air,Brad Thomas,1092,Office Supplies,Rubber Bands,0.14%,,,
37287,11-01-2015,Low,22,34,27,2,4,1,11-03-2015,Regular Air,Brad Thomas,188,Technology,Telephones and Communication,11.16%,,,
37287,11-01-2015,Low,18,44,35,5,7,-4,11-04-2015,Regular Air,Brad Thomas,1244,Furniture,Office Furnishings,17.05%,,,
37313,07-02-2015,Not Specified,17,"3,111","2,344",311,13,443,07-05-2015,Express Air,Liz MacKendrick,361,Technology,Telephones and Communication,0.43%,,,
37313,07-02-2015,Not Specified,44,127,95,0,56,-24,07-04-2015,Regular Air,Liz MacKendrick,174,Furniture,Office Furnishings,44.33%,,,
37315,06-05-2015,Low,31,184,158,13,7,6,06-08-2015,Express Air,Luke Weiss,40,Technology,Telephones and Communication,4.07%,,,
37315,06-05-2015,Low,43,"2,924","2,531",380,8,5,06-08-2015,Regular Air,Luke Weiss,1162,Office Supplies,Paper,0.27%,,,
37350,05-20-2015,Critical,7,81,67,8,13,-7,05-22-2015,Regular Air,Kelly Andreada,531,Office Supplies,Pens & Art Supplies,16.56%,,,
37412,08-03-2015,High,17,200,173,8,5,14,08-05-2015,Regular Air,Steve Carroll,457,Office Supplies,"Scissors, Rulers and Trimmers",2.52%,,,
37445,02-18-2015,High,37,149,129,10,5,5,02-21-2015,Regular Air,Anthony O'Donnell,227,Office Supplies,Appliances,3.52%,,,
37634,05-21-2015,Medium,32,"1,458","1,088",146,7,217,05-23-2015,Regular Air,Brendan Dodson,630,Office Supplies,Storage & Organization,0.49%,,,
37762,06-06-2015,Medium,20,"2,423","1,897",73,10,443,06-08-2015,Regular Air,Anemone Ratner,1172,Office Supplies,Paper,0.42%,,,
37763,02-08-2015,Not Specified,24,172,149,22,4,-2,02-11-2015,Regular Air,Alan Haines,381,Technology,Telephones and Communication,2.18%,,,
37763,02-08-2015,Not Specified,29,563,487,73,15,-12,02-11-2015,Regular Air,Alan Haines,1187,Office Supplies,Binders and Binder Accessories,2.64%,,,
37765,11-24-2015,Low,12,638,550,13,45,30,11-26-2015,Delivery Truck,Larry Blacks,135,Furniture,Chairs & Chairmats,7.05%,,,
37765,11-24-2015,Low,7,161,130,19,10,1,11-27-2015,Express Air,Larry Blacks,841,Office Supplies,Appliances,6.42%,,,
37765,11-24-2015,Low,18,28,23,1,8,-2,11-27-2015,Regular Air,Larry Blacks,495,Office Supplies,Paper,26.86%,,,
37798,11-04-2015,High,23,525,422,63,73,-33,11-07-2015,Delivery Truck,Angele Hood,182,Furniture,Chairs & Chairmats,13.95%,,,
37831,07-26-2015,Not Specified,30,134,115,15,6,-2,07-29-2015,Regular Air,Cynthia Voltz,562,Technology,Computer Peripherals,4.47%,,,
37895,03-30-2015,Critical,14,"3,268","2,655",425,12,176,04-01-2015,Regular Air,Barry Gonzalez,1136,Office Supplies,Paper,0.38%,,,
38052,02-15-2015,Low,13,406,305,16,3,82,02-17-2015,Regular Air,Erin Ashbrook,326,Technology,Computer Peripherals,0.74%,,,
38178,08-29-2015,Medium,32,346,301,10,1,33,09-01-2015,Regular Air,Sibella Parks,763,Office Supplies,Labels,0.22%,,,
38182,05-22-2015,High,45,"8,095","6,488",809,53,745,05-25-2015,Regular Air,Randy Ferguson,218,Office Supplies,Storage & Organization,0.65%,,,
38279,04-29-2015,Medium,1,157,136,11,6,4,05-01-2015,Regular Air,Tom Boeckenhauer,646,Furniture,Office Furnishings,3.82%,,,
38310,04-14-2015,High,4,650,567,72,74,-62,04-17-2015,Regular Air,Jack Lebron,1253,Office Supplies,Appliances,11.30%,,,
38336,10-05-2015,Critical,14,"1,400","1,212",140,4,44,10-08-2015,Regular Air,Julie Creighton,859,Office Supplies,Binders and Binder Accessories,0.32%,,,
38336,10-05-2015,Critical,31,95,82,0,10,2,10-07-2015,Regular Air,Julie Creighton,504,Technology,Computer Peripherals,10.32%,,,
38437,05-08-2015,Critical,17,"4,039","3,184",444,3,408,05-10-2015,Regular Air,Cynthia Arntzen,1163,Office Supplies,Pens & Art Supplies,0.09%,,,
38437,05-08-2015,Critical,19,368,286,22,78,-19,05-10-2015,Delivery Truck,Cynthia Arntzen,33,Furniture,Tables,21.29%,,,
38498,04-27-2015,Critical,1,"3,474","2,881",104,6,482,04-29-2015,Regular Air,Grant Carroll,1108,Office Supplies,Pens & Art Supplies,0.18%,,,
38498,04-27-2015,Critical,30,110,90,11,3,6,04-30-2015,Regular Air,Grant Carroll,283,Technology,Computer Peripherals,2.72%,,,
38532,07-17-2015,High,44,71,62,7,1,1,07-20-2015,Regular Air,Pamela Coakley,824,Office Supplies,Pens & Art Supplies,1.47%,,,
